Ownership Name,DBA Name,Street Address,City,State,Business Start Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code Description,Parking Tax,Transient Occupancy Tax,Supervisor District,Neighborhoods - Analysis Boundaries,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
Parr John H & Parr Philip,58 Liberty St Apartments,58 Liberty St,San Francisco,CA,7/6/89,7/6/89,,58 Liberty St Apt 7 Apt,San Francisco,94110,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,8,Mission,POINT (-122.42245 37.757652),52,3,5,20,52
Bellcore Constr Inc,"152 Kennedy Avenue, Building B, Campbell, Ca 95008",152 Kennedy Ave Bldg B,Campbell,CA,1/1/91,5/28/21,5/28/21,152 Kennedy Ave Bldg B,Campbell,95008,CA,Construction,FALSE,FALSE,,,POINT (-121.94714 37.281677),,,,,
Curtiss Sarah J,Legal Max,3664 16th St,San Francisco,CA,10/1/91,10/1/91,,3664 16th St,San Francisco,94114,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,8,Castro/Upper Market,POINT (-122.43451 37.76418),28,7,5,5,28
Curtiss Sarah J,Everything Is Pointless & Wdfl,3901 18th St,San Francisco,CA,10/1/91,3/15/01,,3664 16th St,San Francisco,94114,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,8,Castro/Upper Market,POINT (-122.43069 37.76112),52,3,5,5,52
Bryan Suzanne,Suzanne Bryan,48 Lurline St,San Francisco,CA,1/15/98,6/11/21,,48 Lurline St,San Francisco,94122,CA,"Arts, Entertainment, and Recreation",FALSE,TRUE,7,Inner Sunset,POINT (-122.47106 37.75942),44,10,8,14,44
Pangu Shengong Intl Rsrch Inst,Pangu Culture Intl Rsrch Inst,569 Geary St Ste 200,San Francisco,CA,7/1/97,12/22/09,,569 Geary St Ste 200,San Francisco,94102,CA,,FALSE,FALSE,6,Tenderloin,POINT (-122.41269 37.786762),20,6,10,36,20
Pangu Shengong Intl Rsrch Inst,Pangu Shengong Intl Rsrch Inst,569 Geary St Ste 200,San Francisco,CA,7/1/97,7/1/97,,569 Geary St Ste 200,San Francisco,94102,CA,,FALSE,FALSE,6,Tenderloin,POINT (-122.41269 37.786762),20,6,10,36,20
Underground Advertising Inc,Underground Advertising,916 Kearny St 506,San Francisco,CA,8/1/97,8/1/97,,916 Kearny St,San Francisco,94133,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Chinatown,POINT (-122.40517 37.79648),106,6,3,6,106
The Mexican Museum,The Mexican Museum,00 Fort Mason Center,San+francisco,CA,11/20/75,11/20/75,9/30/18,649 Mission St 419 Ste,San Francisco,94105,CA,,FALSE,FALSE,2,Marina,POINT (-122.43194 37.80551),98,,6,13,98
Anntaylor Retail Inc.,Ann Taylor Store #1176,3251 20th Ave Ste 210,San Francisco,CA,1/1/99,11/4/11,12/22/20,,,,,Retail Trade,FALSE,FALSE,7,Lakeshore,POINT (-122.47604 37.729206),41,10,8,16,41
"Ruby Peak Consulting, Inc",Ruby Peak Recruiting,1 Sutter St Ste 910,San Francisco,CA,11/20/07,7/31/10,11/1/18,220 Montgomery St 608 Ste,San Francisco,94104,CA,Administrative and Support Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40026 37.790253),108,6,3,8,108
"Ruby Peak Consulting, Inc",Ruby Peak Recruiting,220 Montgomery St 608,San Francisco,CA,11/20/07,11/20/07,10/31/20,220 Montgomery St 608 Ste,San Francisco,94104,CA,Administrative and Support Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.4024 37.791214),108,6,3,8,108
The Stinnett Group Llp,The Stinnett Group Llp,388 Market St Ste 870,San Francisco,CA,2/28/11,2/28/11,12/31/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39818 37.79188),108,6,3,8,108
Baan Thai Llc,Bussaba,534 Irving St,San Francisco,CA,5/1/12,5/19/17,3/19/21,,,,,Food Services,FALSE,FALSE,5,Inner Sunset,POINT (-122.46351 37.764187),109,7,11,14,109
Uln Sf Llc,Uln Sf Llc,611 Washington St 2204,San Francisco,CA,10/1/10,10/1/10,7/28/14,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Chinatown,POINT (-122.40357 37.79547),104,6,3,6,104
Gorman Malka J,Malka J Gorman Psy.d.,220 Montgomery St Ste 1800,San Francisco,CA,7/1/02,7/1/02,,220 Montgomery St 1019ste #,San Francisco,94104,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.4024 37.791214),108,6,3,8,108
Merrill Lynch Pierce Etal Inc,Merrill,3250 Mission St,San Francisco,CA,1/1/13,7/1/20,,401 N Tryon St 6th Fl,Charlotte,28255,NC,,FALSE,FALSE,9,Bernal Heights,POINT (-122.420494 37.744713),83,9,2,2,83
Merrill Lynch Pierce Etal Inc,Merrill,4098 24th St,San Francisco,CA,1/1/13,7/1/20,,401 N Tryon St 6th Fl,Charlotte,28255,NC,,FALSE,FALSE,8,Noe Valley,POINT (-122.433975 37.75134),84,3,5,22,84
Matsumoto Shoko,Sawai Koto Usa,149 Noe St,San Francisco,CA,1/1/06,5/22/07,5/12/14,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,8,Castro/Upper Market,POINT (-122.433304 37.766754),28,7,5,5,28
Veterans Taxicab Co Inc,Veterans Taxicab Co Inc,1665 Westmoor Rd,Hillsborough,CA,1/1/88,1/1/14,,1665 Westmoor Rd,Burlingame,94010,CA,Transportation and Warehousing,FALSE,FALSE,,,POINT (-122.38005 37.592556),,,,,
Veterans Taxicab Co Inc,Veterans Taxicab Co Inc,1 Embarcadero Ctr Ste 650,San+francisco,CA,1/1/88,1/1/95,9/3/19,1665 Westmoor Rd,Burlingame,94010,CA,Transportation and Warehousing,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39966 37.794666),108,6,3,8,108
Guidry Monique N,Guidry's Ece Program,289 Farallones St,San Francisco,CA,7/1/07,7/1/07,,289 Farallones St,San Francisco,94112,CA,,FALSE,FALSE,11,Oceanview/Merced/Ingleside,POINT (-122.462135 37.714005),81,10,1,24,81
Bradley Teresa C,Revolutionary Green,4125 Balboa St,San Francisco,CA,3/11/09,3/11/09,12/31/18,,,,,,FALSE,FALSE,1,Outer Richmond,POINT (-122.50299 37.77543),8,8,4,29,8
Icf Incorporated,Icf Incorporated,620 Folsom St Fl 2,San Francisco,CA,9/30/00,1/1/10,,9300 Lee Hwy,Fairfax,22031,VA,,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39719 37.7852),32,1,10,8,32
Gamble Partners Llc,Gamble Partners Llc,100 Montgomery St 1220,San Francisco,CA,1/1/13,1/1/13,6/19/18,100 Montgomery St 650 #,San Francisco,94104,CA,Administrative and Support Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.402176 37.79013),108,6,3,8,108
Crown Cab Inc,Crown Cab Company,85 Industrial St,San Francisco,CA,1/1/01,1/1/01,11/1/19,Po Box #282192,San Francisco,94128,CA,Transportation and Warehousing,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.40158 37.73938),82,2,9,1,82
Benarafa Aziz/boujebha Marco,Progressive Grounds,400 Cortland Ave,San Francisco,CA,7/1/01,7/1/01,,400 Cortland Ave,San Francisco,94110,CA,Food Services,FALSE,FALSE,9,Bernal Heights,POINT (-122.41767 37.739147),61,9,2,2,61
Propark America West Llc,101 California Venture,101 California St,San Francisco,CA,8/1/01,12/1/12,11/30/19,Po Box 204,San Francisco,94104,CA,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39771 37.79347),108,6,3,8,108
Dummel Ruth V,Ruth Dummel,3663 Sacramento St,San Francisco,CA,7/9/01,6/1/21,,Po Box 16424,San Francisco,94116,CA,,FALSE,FALSE,2,Presidio Heights,POINT (-122.45295 37.7874),10,8,6,31,10
Borges Juarez Jose,Jack's Carpet Cleaner,59 Athens St,San Francisco,CA,1/2/02,5/1/11,,59 Athens St,San Francisco,94112,CA,Certain Services,FALSE,FALSE,11,Excelsior,POINT (-122.42431 37.727093),90,9,1,7,90
Weisscomm Partners Inc,Wcg,60 Francisco St,San Francisco,CA,6/14/12,6/14/12,,60 Francisco St,San Francisco,94133,CA,Information,FALSE,FALSE,3,North Beach,POINT (-122.40576 37.80567),99,6,3,23,99
Melara Sonia E & Roman Tomas M,Communique,35 Madrone Ave,San Francisco,CA,4/1/03,6/1/21,,35 Madrone Ave,San Francisco,94127,CA,,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.46706 37.742764),46,10,8,41,46
Language In Action Llc,Language In Action Llc,400 Goettingen St,San Francisco,CA,1/1/04,1/1/21,,601 Belvedere St,San Francisco,94117,CA,Private Education and Health Services,FALSE,FALSE,9,Portola,POINT (-122.40656 37.726765),91,2,2,25,91
Low Income Investment Fund,Low Income Investment Fund,49 Stevenson St Ste 300,San Francisco,CA,3/1/00,7/1/20,,49 Stevenson St Ste 300,San Francisco,94105,CA,,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39962 37.789715),108,6,10,8,108
Rodriguez Felix/pemberton S,F A Rodriguez Consulting,640 Davis St Unit 20,San Francisco,CA,9/20/11,9/20/11,2/23/18,6600 Yount St 36 Unit,Yountville,94599,CA,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39855 37.798325),77,6,3,8,77
Leon Joseph,Jl Designs,430 Baker St 3,San Francisco,CA,8/15/02,7/25/14,,1602 Hayes St,San Francisco,94117,CA,Certain Services,FALSE,FALSE,5,Hayes Valley,POINT (-122.44114 37.774895),24,7,11,9,24
Flenoid Aisha,Aisha's Home Repair Consultant,820 Laguna St F,San Francisco,CA,4/17/13,4/17/13,6/30/15,,,,,,FALSE,FALSE,5,Western Addition,POINT (-122.42666 37.778576),97,4,11,39,97
Academia Inc,"Academia, Inc.",580 California St Ste 580,San Francisco,CA,8/1/08,6/29/18,12/31/19,,,,,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40406 37.792713),108,6,3,8,108
Facebook Inc,250 Howard Street Floor 3rd & 4th,250 Howard St,San Francisco,CA,7/1/06,7/4/21,,1 Hacker Way,Menlo Park,94025,CA,Information,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.393875 37.790283),108,1,10,8,108
Merrill Lynch Pierce Etal Inc,Merrill,2835 Geary Blvd,San Francisco,CA,1/1/13,7/1/20,,401 N Tryon St 6th Fl,Charlotte,28255,NC,,FALSE,FALSE,1,Lone Mountain/USF,POINT (-122.44945 37.7821),12,8,4,18,12
Merrill Lynch Pierce Etal Inc,Merrill,101 California St Fl 21,San Francisco,CA,1/1/13,7/1/20,,401 N Tryon St 6th Fl,Charlotte,28255,NC,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39771 37.79347),108,6,3,8,108
Merrill Lynch Pierce Etal Inc,Merrill,1455 Market St,San Francisco,CA,1/1/13,7/1/20,,401 N Tryon St 6th Fl,Charlotte,28255,NC,,FALSE,FALSE,6,South of Market,POINT (-122.41856 37.775604),32,5,10,34,32
Public Library Of Science,Public Library Of Science,1160 Battery St 225,San Francisco,CA,10/1/05,6/1/17,,1265 Battery St Ste 200,San Francisco,94111,CA,Certain Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40169 37.801933),77,6,3,8,77
Walgreen Co,Walgreens,498 Castro St,San Francisco,CA,10/1/68,5/8/83,,300 Wilmot Rd # Stop,Deerfield,60015,IL,Retail Trade,FALSE,FALSE,8,Castro/Upper Market,POINT (-122.43504 37.76098),38,3,5,5,38
On Lok Community Housing Inc,On Lok Community Housing Inc,1333 Bush St,San Francisco,CA,3/8/89,7/18/94,,1333 Bush St,San Francisco,94109,CA,,FALSE,FALSE,3,Nob Hill,POINT (-122.41923 37.78881),50,4,3,21,50
Mueller Philip A,29-39 27th St Apts,29 27th St,San Francisco,CA,1/1/76,1/1/76,,3417 Streamside Cir Apt E216,Pleasanton,94588,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,8,Noe Valley,POINT (-122.42173 37.747185),83,9,5,22,83
Weiss Tauba Trust,1311 48th Av Apts,1311 48th Ave,San Francisco,CA,4/7/76,4/7/76,,1301 48th Ave,San Francisco,94122,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.50822 37.76193),39,10,7,35,39
Rise Institute,Rise Institute,1760 Cesar Chavez,San Francisco,CA,9/1/86,9/1/86,,1760 Cesar Chavez,San Francisco,94124,CA,,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.39452 37.749874),54,2,9,1,54
Allergan Usa Inc,Allergan Usa Inc,2525 Dupont Dr,Irvine,CA,1/1/03,1/1/03,,5 Giralda Farms,Madison,7940,NJ,Multiple,FALSE,FALSE,,,POINT (-117.854355 33.671898),,,,,
Galamba Patricia J,Patricia J Galamba Md,909 Hyde St Ste 410,San Francisco,CA,9/1/01,9/1/01,7/17/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Nob Hill,POINT (-122.41708 37.789257),50,6,3,21,50
Naify Robert A Etal,"Exph Greenwich Properties, Llc",1275 Greenwich St,San Francisco,CA,10/1/68,10/1/68,10/1/68,3475 California St,San Francisco,94118,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,2,Russian Hill,POINT (-122.420685 37.80088),107,6,6,32,107
Coincident.tv Inc,Coincident.tv,3435 Cesar Chavez Penthouse,San Francisco,CA,7/1/09,7/1/09,11/6/14,,,,,,FALSE,FALSE,9,Bernal Heights,POINT (-122.41897 37.748066),83,3,2,2,83
Planisware Usa Inc,Planisware Usa Inc,300 Montgomery St Ste 930,San Francisco,CA,12/31/13,2/1/14,1/1/21,343 Sansome St 500 Ste,San Francisco,94104,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40256 37.791992),108,6,3,8,108
"Fugazi Travel Agency, Inc.","Fugazi Travel Agency, Inc.",170 Grant Ave 4th Fl,San Francisco,CA,10/1/68,2/1/09,8/31/15,345 California St Ste 160,San Francisco,94104,CA,Retail Trade,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40514 37.788486),19,6,3,8,19
"Fugazi Travel Agency, Inc.",La Collezione,400 Sansome St,San Francisco,CA,10/1/68,7/1/97,8/31/15,345 California St Ste 160,San Francisco,94104,CA,Retail Trade,FALSE,FALSE,3,Chinatown,POINT (-122.4013 37.79408),108,6,3,6,108
"Fugazi Travel Agency, Inc.",Sea Level,400 Sansome St,San Francisco,CA,10/1/68,5/4/99,8/31/15,345 California St Ste 160,San Francisco,94104,CA,Retail Trade,FALSE,FALSE,3,Chinatown,POINT (-122.4013 37.79408),108,6,3,6,108
"Fugazi Travel Agency, Inc.",Anaconda Adventures,400 Sansome St,San Francisco,CA,10/1/68,7/1/97,8/31/15,345 California St Ste 160,San Francisco,94104,CA,Retail Trade,FALSE,FALSE,3,Chinatown,POINT (-122.4013 37.79408),108,6,3,6,108
British Motor Car Dist Ltd,Lamborghini San Francisco,999 Van Ness Ave,San Francisco,CA,10/1/68,9/1/02,7/27/20,,,,,Retail Trade,FALSE,FALSE,5,Western Addition,POINT (-122.421265 37.784676),100,4,11,39,100
Central Drug Co Inc,Central Drug Co Inc,4494 Mission St,San Francisco,CA,10/1/68,10/1/68,,4494 Mission St,San Francisco,94112,CA,Retail Trade,FALSE,FALSE,11,Outer Mission,POINT (-122.43392 37.72589),94,9,1,28,94
China Bazaar Inc,China Bazaar,667 Grant Ave,San Francisco,CA,10/1/68,10/1/68,12/31/12,,,,,Retail Trade,FALSE,FALSE,3,Chinatown,POINT (-122.4061 37.79304),104,6,3,6,104
Georgina Rice & Co Inc,Georgina Rice & Co Inc,550 15th St Ste 36c,San Francisco,CA,1/1/98,1/1/06,,101 Henry Adams St Ste 448,San Francisco,94103,CA,,FALSE,FALSE,10,Mission,POINT (-122.406204 37.767197),33,3,9,20,33
Syserco Inc,Syserco Inc,44244 Fremont Blvd,Fremont,CA,1/1/90,1/1/90,6/30/13,215 Fourier Ave,Fremont,94539,CA,Construction,FALSE,FALSE,,,POINT (-121.94865 37.506405),,,,,
Altman Vilandrie & Company,Altman Vilandrie & Company,1 Montgomery St Ste 2350,San Francisco,CA,3/1/12,3/1/12,,101 Federal St 28 #,Boston,2110,MA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40205 37.78919),19,6,3,8,19
Tourneur Llc,Tourneur,159 Lexington St #A,San Francisco,CA,5/19/10,5/19/10,3/19/21,28 Clipper St,San Francisco,94114,CA,Retail Trade,FALSE,FALSE,9,Mission,POINT (-122.42069 37.76082),53,3,2,20,53
Mainzer William/andrea/shelley,Mainzer & Associates,901-905 Cole St,San Francisco,CA,6/1/14,6/1/14,2/1/16,615 Hawk Hill Trl,Palm Desert,92211,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,5,Haight Ashbury,POINT (-122.44982 37.76495),29,7,11,3,29
Ellis Brooks Chevrolet Inc,Ellis Brooks Chevrolet,1565 Bush St,San Francisco,CA,10/1/68,10/1/68,5/1/11,1565 Bush St,San Francisco,94109,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,2,Western Addition,POINT (-122.42298 37.78833),100,4,6,39,100
Ellis Brooks Chevrolet Inc,Ellis Brooks Used Cars,1565 Bush St,San Francisco,CA,10/1/68,3/30/11,,1565 Bush St,San Francisco,94109,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,2,Western Addition,POINT (-122.42298 37.78833),100,4,6,39,100
R&r French Bros Inc,French Bros,343 Vermont St,San Francisco,CA,10/1/68,10/1/03,,669 Thomas L Berkley Way,Oakland,94612,CA,,FALSE,FALSE,10,Mission Bay,POINT (-122.40453 37.765392),54,1,9,4,54
General Electric Co,Ge Aviation Systems Llc,60320 P.o. Box,Fort+myers,FL,1/1/11,2/1/19,,Po Box 30052,Tampa,33630,FL,Wholesale Trade,FALSE,FALSE,,,POINT (-81.85827 26.59345),,,,,
General Electric Co,General Electric Company,2 Embarcadero Center,San+francisco,CA,1/1/11,1/1/18,,Po Box 30052,Tampa,33630,FL,Wholesale Trade,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.392296 37.79455),108,6,3,8,108
Jacobs Government Services Company,Jacobs Government Services Company,160 Spear St Ste 1200,San Francisco,CA,4/1/16,4/1/16,,9191 S Jamaica St,Englewood,80112,CO,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.393166 37.791782),108,1,10,8,108
"Airplane Labs, Inc.",Airplane,1829 15th St Apt 4,San Francisco,CA,12/18/20,12/18/20,,1829 15th St 4 Apt,San Francisco,94103,CA,Information,FALSE,FALSE,8,Mission,POINT (-122.42479 37.766346),37,3,5,20,37
Hirsch Ephraim G Etal,Hirsch Associates,Pier 1a,San+francisco,CA,10/1/68,10/1/68,12/31/20,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,North Beach,POINT (-122.40525 37.806545),77,6,3,23,77
Lilli Ann Corp,Lilli Ann Corp,1010 B St San Rafael 209,San+rafael,CA,10/1/68,9/1/98,,1010 B St Ste 333,San Rafael,94901,CA,,FALSE,FALSE,,,POINT (-122.529106 37.973484),,,,,
J Camera Express Inc,J Camera Express Inc,535 Grand Ave,San Francisco,CA,7/1/13,7/1/13,9/1/15,,,,,Retail Trade,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40588 37.79202),104,6,3,8,104
Serrano Juarez Leticia,Letty Property & Personal Care,1315b Gateview Ave/treasure Island,San Francisco,CA,11/18/13,11/18/13,2/27/21,1314 Gateview Ave Unit C,San Francisco,94130,CA,,FALSE,FALSE,6,Treasure Island,POINT (-122.37768 37.82678),36,1,10,37,36
Isec Partners Inc,Isec Partners Inc,123 Mission St Ste 1020,San Francisco,CA,1/1/07,10/1/11,3/1/20,650 California St 2950 Ste,San Francisco,94108,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39428 37.792328),108,1,10,8,108
The Nik-O-Lok Co,Nik-O-Lok Co The,1470 Howard St,San Francisco,CA,10/1/68,10/1/68,,Po Box 36550,Indianapolis,46236,IN,,FALSE,FALSE,6,South of Market,POINT (-122.41521 37.773415),32,1,10,34,32
Pac Utilities Supply Co,Pacific Utilites Supply Co,1140 Willow Pass Ct,Concord,CA,1/1/98,4/1/11,,1140 Willow Pass Ct,Concord,94520,CA,Utilities,FALSE,FALSE,,,POINT (-122.00264 38.016167),,,,,
Patrick & Co,Patrick & Co,1390 Market St,San Francisco,CA,10/1/68,1/1/91,1/9/15,560 Market St 2 Floor #,San Francisco,94104,CA,,FALSE,FALSE,6,Tenderloin,POINT (-122.4174 37.77671),21,5,10,36,21
Sisson Dinair P,Dinairspa,170 Columbus Ave Ste 115,San Francisco,CA,4/1/12,12/27/13,2/19/21,943 Kearny St,San Francisco,94133,CA,,FALSE,FALSE,3,Chinatown,POINT (-122.40518 37.79687),106,6,3,6,106
"Island Fire Protection, Inc.","Island Fire Protection, Inc.",540 Alamo Dr,Vacaville,CA,7/15/16,7/15/16,,Po Box 6688,Vacaville,95696,CA,Construction,FALSE,FALSE,,,POINT (-122.004265 38.350018),,,,,
Patrick & Co,90 Natoma St Building,90 Natoma St,San Francisco,CA,10/1/68,7/1/88,2/28/14,560 Market St 2 Floor #,San Francisco,94104,CA,,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39853 37.78746),32,1,10,8,32
Bigcommerce Inc,Bigcommerce Inc,501 Folsom St 3rd Fl,San Francisco,CA,2/25/14,2/25/14,1/15/15,11305 4 Points Bldg Ii Dr 300 Ste,Austin,78726,TX,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39454 37.787216),30,1,10,8,30
"Bottling Group,llc",Pepsi Bottling Group,29000 Hesperian Blvd,Hayward,CA,1/23/05,4/17/09,,29000 Hesperian Blvd,Hayward,94545,CA,Multiple,FALSE,FALSE,,,POINT (-122.082504 37.61206),,,,,
Spiess Julia B,Edition Ektalux,1656 Golden Gate Ave,San Francisco,CA,2/1/99,9/22/15,,1656 Golden Gate Ave,San Francisco,94115,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,5,Western Addition,POINT (-122.437904 37.778835),97,4,11,39,97
Rapp Norman S,Rapp Norm Racing Equipment,5 Cordova St,San Francisco,CA,10/1/68,10/1/68,,10 Rimani Dr,Mission Viejo,92692,CA,Retail Trade,FALSE,FALSE,11,Excelsior,POINT (-122.43625 37.713295),58,9,1,7,58
Lee Kisung,Nina's Cleaners,3151 Mission St,San Francisco,CA,3/1/12,3/8/12,,3151 Mission St,San Francisco,94110,CA,Certain Services,FALSE,FALSE,9,Bernal Heights,POINT (-122.41914 37.74668),83,9,2,2,83
Eng Tommy W,361-365 2nd Av Apts,361 2nd Ave #365,San+francisco,CA,10/1/68,10/1/68,,875a Island Dr 258 Ste,Alameda,94502,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,1,Inner Richmond,POINT (-122.46033 37.781914),5,8,4,11,5
Eng Tommy W,365 2nd Av Apts,365 2nd Ave,San+francisco,CA,10/1/68,10/1/68,8/15/17,875a Island Dr 258 Ste,Alameda,94502,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,1,Inner Richmond,POINT (-122.46033 37.781914),5,8,4,11,5
Metaxas Antone,3354 Sacramento St Apts,3354 Sacramento St,San Francisco,CA,10/1/68,7/1/97,4/11/17,28 Olive Ave,Larkspur,94939,CA,Accommodations,FALSE,FALSE,2,Presidio Heights,POINT (-122.44789 37.788097),10,8,6,31,10
Metaxas Antone,410 Shoreline St Apt,410 Shoreline,Mill+valley,CA,10/1/68,10/1/68,4/11/17,28 Olive Ave,Larkspur,94939,CA,Accommodations,FALSE,FALSE,,,POINT (-122.5361 37.880024),,,,,
Cooke Margaret Etal,5098 Mission Bldg,5098 Mission St,San Francisco,CA,10/1/68,10/1/68,9/30/14,5333 Nyoda Way,Carmichael,95608,CA,Transportation and Warehousing,FALSE,FALSE,11,Outer Mission,POINT (-122.44099 37.71655),80,9,1,28,80
Comstock Thurman Co Inc,Comstock Thurman Co Inc,3435 Yale Dr,Santa+rosa,CA,1/1/69,1/1/02,7/1/19,,,,,,FALSE,FALSE,,,POINT (-122.67789 38.442646),,,,,
Richard Elaine,283 20th Av Apts,283 20th Ave,San Francisco,CA,1/2/70,1/2/70,,58 21st Ave,San Francisco,94121,CA,Retail Trade,FALSE,FALSE,1,Outer Richmond,POINT (-122.479576 37.782623),8,8,4,29,8
Comm & Network Solutions Grp,Computer Network Solutions,657 Mission St Ste 409,San Francisco,CA,1/1/99,3/1/01,,268 Bush St Ste 2716,San Francisco,94104,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.40106 37.78697),32,1,10,8,32
